,Temperature_C,pH,Cadmium Total (ug/L),Oil and Grease Total (mg/L),Arsenic Total (ug/L),Fecal Coliform (colonies/100 mL),Lead Total After 1984 (ug/L),Chromium Total (ug/L),Fecal Streptococcus (colonies/100 mL),Phosphorous Filtered as P (mg/L),N02+NO3 (mg/L as N),Nitrogen Kjeldahl Total (mg/L),Zinc Total (ug/L),COD as O2 (mg/L),Copper Total (ug/L),Phosphorous Total as P (mg/L),TSS (mg/L),TDS_mg/L,BOD5 as O2 (mg/L),Station_Name,year,date,NAME10
0,21.0,8.0,<1,<1,2,36000,65,13,25000,0.08,0.95,1.8,110,130,9,0.2,62,70,8.3,The_Parks_mall_AC603,1992,1992-10-28,"Dallas--Fort Worth--Arlington, TX"
1,17.0,7.9,<1,<1,<1,16000,16,<1,16000,0.01,0.39,0.4,40,23,2,0.06,3,62,4,The_Parks_mall_AC603,1992,1992-11-19,"Dallas--Fort Worth--Arlington, TX"
2,8.5,7.6,<1,6,1,8700,30,<1,82000,0.04,0.38,0.6,50,41,4,0.09,40,37,5.4,The_Parks_mall_AC603,1992,1992-12-09,"Dallas--Fort Worth--Arlington, TX"
3,12.0,7.5,<1,2,2,500,34,8,1700,0.03,0.34,0.6,50,39,4,0.07,15,74,,The_Parks_mall_AC603,1993,1993-01-28,"Dallas--Fort Worth--Arlington, TX"
4,12.0,6.9,<1,<1,<1,280,19,7,330000,0.04,0.9,0.8,40,33,4,0.05,10,44,4.9,The_Parks_mall_AC603,1993,1993-02-24,"Dallas--Fort Worth--Arlington, TX"
5,13.0,7.4,<1,1,1,360,12,4,5400,0.04,0.54,0.8,30,41,3,0.05,16,87,3.8,The_Parks_mall_AC603,1993,1993-03-11,"Dallas--Fort Worth--Arlington, TX"
6,20.5,7.5,<1,5,<0.5,90000,9,2,1100000,0.043,0.562,0.78,40,36,4,0.059,8,55,7.3,The_Parks_mall_AC603,1997,1997-05-09,"Dallas--Fort Worth--Arlington, TX"
7,21.0,7.4,<1,9,1,41000,14,4,100000,0.091,0.926,1.8,70,150,7,0.134,50,83,9,The_Parks_mall_AC603,1997,1997-05-15,"Dallas--Fort Worth--Arlington, TX"
8,23.5,7.5,<1,2,<0.5,30000,12,3,36000,0.06,0.797,1.3,50,57,6,0.096,17,47,8.2,The_Parks_mall_AC603,1997,1997-05-30,"Dallas--Fort Worth--Arlington, TX"
9,13.5,7.0,<1,4,<0.5,17000,20,4,31000,0.029,0.5,0.72,60,38,8,0.061,18,23,7.8,The_Parks_mall_AC603,1997,1997-12-02,"Dallas--Fort Worth--Arlington, TX"
10,9.0,7.3,<1,12,2,1300,35,7,14000,0.023,0.395,0.66,60,<10,5,0.056,53,33,2.5,The_Parks_mall_AC603,1998,1998-01-11,"Dallas--Fort Worth--Arlington, TX"
11,18.4,7.4,<1,2,1,2100,32,7,360000,0.07,0.527,1.5,80,48,7,0.195,56,46,12,The_Parks_mall_AC603,1998,1998-03-30,"Dallas--Fort Worth--Arlington, TX"
12,24.0,7.4,<1,6,<0.5,390000,27,6,72000,0.09,0.904,1.1,50,36,6,0.17,14,95,7.4,The_Parks_mall_AC603,1998,1998-09-11,"Dallas--Fort Worth--Arlington, TX"
13,16.5,7.0,<1,5,2,300,61,13,7200,0.034,0.258,0.87,110,56,24,0.213,92,24,4.4,The_Parks_mall_AC603,1999,1999-03-08,"Dallas--Fort Worth--Arlington, TX"
14,20.5,7.6,<2,128,5,21000,16,6,170000,0.17,1.13,2.59,100,79.2,12,0.37,58,120,8.3,The_Parks_mall_AC603,2000,2000-04-01,"Dallas--Fort Worth--Arlington, TX"
15,22.5,8.2,<2,32,10,5000,120,25,2700,0.09,0.39,3.66,290,25,24,0.4,218,66,11,The_Parks_mall_AC603,2000,2000-10-15,"Dallas--Fort Worth--Arlington, TX"
16,20.5,7.3,<2,295,5,600000,18,6,270000,0.05,0.24,1.34,48,26,5,<0.02,44,36,4.3,The_Parks_mall_AC603,2000,2000-10-28,"Dallas--Fort Worth--Arlington, TX"
17,7.0,7.5,<2,319,5,700,34,11,10000,<0.02,0.63,<0.2,63,45,4,0.11,59,66,4.5,The_Parks_mall_AC603,2001,2001-01-27,"Dallas--Fort Worth--Arlington, TX"
18,15.0,7.76,<2,359,10,33,<4,<2,180,0.14,0.27,2.5,28,37,3,0.25,28,100,3,The_Parks_mall_AC603,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
19,20.0,6.9,<1,1,1,40000,13,3,69000,0.84,0.6,1.8,70,93,8,1,61,45,8.3,R_Legacy_PK_AR602,1992,1992-10-28,"Dallas--Fort Worth--Arlington, TX"
20,12.0,7.6,<1,2,2,2200,5,<1,55000,0.4,0.55,0.9,40,67,6,0.48,30,58,,R_Legacy_PK_AR602,1993,1993-01-28,"Dallas--Fort Worth--Arlington, TX"
21,12.0,8.1,<1,<1,2,2000,6,5,30000,0.26,1,1.3,50,49,5,0.35,23,46,6.8,R_Legacy_PK_AR602,1993,1993-02-24,"Dallas--Fort Worth--Arlington, TX"
22,10.5,7.6,<1,<1,1,1500,5,3,8400,0.22,0.43,1,30,29,3,0.33,33,33,4.5,R_Legacy_PK_AR602,1993,1993-03-11,"Dallas--Fort Worth--Arlington, TX"
23,16.0,8.1,<1,<1,3,8000,6,2,34000,0.32,0.66,1.6,50,47,4,0.48,41,51,4.8,R_Legacy_PK_AR602,1993,1993-03-28,"Dallas--Fort Worth--Arlington, TX"
24,22.0,7.5,<1,4,<0.5,290000,4,2,630000,0.256,0.664,1.2,30,21,5,0.325,41,56,8.5,R_Legacy_PK_AR602,1997,1997-05-09,"Dallas--Fort Worth--Arlington, TX"
25,23.5,8.0,<1,1,1,600000,9,3,160000,0.218,0.892,1.9,70,100,10,0.368,47,60,8.3,R_Legacy_PK_AR602,1997,1997-05-30,"Dallas--Fort Worth--Arlington, TX"
26,24.0,8.1,<1,<1,1,42000,3,2,42000,0.244,0.372,0.79,40,26,6,0.244,17,43,4.8,R_Legacy_PK_AR602,1997,1997-06-22,"Dallas--Fort Worth--Arlington, TX"
27,14.5,6.7,<1,8,1,68000,5,2,17000,0.233,0.505,0.81,50,110,8,0.402,66,53,47,R_Legacy_PK_AR602,1997,1997-12-02,"Dallas--Fort Worth--Arlington, TX"
28,9.0,7.2,<1,4,4,18000,6,2,190000,0.166,0.344,1.2,40,30,4,0.331,78,37,2.4,R_Legacy_PK_AR602,1998,1998-01-11,"Dallas--Fort Worth--Arlington, TX"
29,24.0,7.5,<1,3,3,430000,13,4,49000,0.239,0.703,5.4,130,37,63,1.08,142,81,11,R_Legacy_PK_AR602,1998,1998-09-11,"Dallas--Fort Worth--Arlington, TX"
30,17.1,7.1,<0.5,4,<3,1800,5,2,51538,0.05,7.17,5.4,54,70,11,1.12,62,114,8.2,R_Legacy_PK_AR602,1999,1999-03-18,"Dallas--Fort Worth--Arlington, TX"
31,18.0,7.45,<1,411,<10,920000,16,12,200000,0.11,0.75,0.8,130,23,8,0.24,110,118,8.3,R_Legacy_PK_AR602,1999,1999-12-09,"Dallas--Fort Worth--Arlington, TX"
32,19.2,7.91,<2,218,<10,45000,<10,4,54000,0.19,0.72,2.8,113,43.7,20,0.66,188,54,8.5,R_Legacy_PK_AR602,2000,2000-04-30,"Dallas--Fort Worth--Arlington, TX"
33,23.5,7.7,<2,16,<20,65000,10,5,35000,0.09,0.85,3.25,130,47,18,0.41,126,80,5.9,R_Legacy_PK_AR602,2000,2000-10-15,"Dallas--Fort Worth--Arlington, TX"
34,7.5,7.35,<2,41,<10,5800,7,3,10000,0.04,0.59,<0.2,16,10,<4,0.19,167,57,3.2,R_Legacy_PK_AR602,2001,2001-01-27,"Dallas--Fort Worth--Arlington, TX"
35,13.9,7.41,<2,419,<20,3600,<4,<2,10000,0.23,0.37,<0.2,26,17,4,0.33,14,114,3.5,R_Legacy_PK_AR602,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
36,21.0,7.8,<1,<1,3,170000,24,8,320000,0.21,0.49,1.2,60,47,8,0.39,114,56,6.5,Trib_to_W_FK_Tri_AR601,1992,1992-10-29,"Dallas--Fort Worth--Arlington, TX"
37,17.0,7.4,<1,<1,2,28000,7,9,51000,0.29,0.59,0.8,50,35,4,0.33,13,61,3.9,Trib_to_W_FK_Tri_AR601,1992,1992-11-19,"Dallas--Fort Worth--Arlington, TX"
38,12.0,6.2,<1,3,3,19000,22,7,72000,0.15,0.61,0.7,90,67,8,0.2,78,49,5.2,Trib_to_W_FK_Tri_AR601,1993,1993-02-03,"Dallas--Fort Worth--Arlington, TX"
39,13.0,7.4,<1,5,3,9700,10,6,7200,0.14,0.67,0.7,40,51,5,0.2,30,73,4.5,Trib_to_W_FK_Tri_AR601,1993,1993-02-10,"Dallas--Fort Worth--Arlington, TX"
40,10.5,8.0,<1,<1,2,3700,5,2,19000,0.15,0.46,0.8,20,31,4,0.21,21,56,4.1,Trib_to_W_FK_Tri_AR601,1993,1993-03-11,"Dallas--Fort Worth--Arlington, TX"
41,15.0,7.6,<1,<1,2,25000,9,1,670000,0.21,0.57,1.2,40,480,4,0.38,27,55,4.9,Trib_to_W_FK_Tri_AR601,1993,1993-03-28,"Dallas--Fort Worth--Arlington, TX"
42,19.0,8.3,<1,4,2,16000,20,<10,24000,0.17,0.6,0.8,70,53,9,0.27,78,48,7.8,Trib_to_W_FK_Tri_AR601,1993,1993-04-14,"Dallas--Fort Worth--Arlington, TX"
43,10.0,8.5,<1,<1,<1,4200,14,14,13000,0.12,0.63,0.6,100,85,7,0.23,38,57,8.1,Trib_To_Johnson_Creek_AI604,1992,1992-12-09,"Dallas--Fort Worth--Arlington, TX"
44,10.0,7.3,<1,2,3,19000,15,16,74000,0.05,1,1,170,120,8,0.27,165,80,27,Trib_To_Johnson_Creek_AI604,1993,1993-01-09,"Dallas--Fort Worth--Arlington, TX"
45,8.5,6.5,<1,<1,2,9000,34,23,30000,0.05,0.44,1,200,120,12,0.24,282,72,10,Trib_To_Johnson_Creek_AI604,1993,1993-01-19,"Dallas--Fort Worth--Arlington, TX"
46,14.0,7.8,<1,1,3,2000,14,10,6200,0.37,0.57,0.8,140,89,7,0.62,110,85,7.8,Trib_To_Johnson_Creek_AI604,1993,1993-02-10,"Dallas--Fort Worth--Arlington, TX"
47,12.0,8.0,<1,2,1,1400,10,9,13000,0.08,1,0.9,120,85,6,0.16,53,57,8.7,Trib_To_Johnson_Creek_AI604,1993,1993-02-24,"Dallas--Fort Worth--Arlington, TX"
48,11.0,7.5,<1,<1,2,1000,7,2,2800,0.08,0.43,0.9,100,190,5,0.21,84,94,8.3,Trib_To_Johnson_Creek_AI604,1993,1993-03-11,"Dallas--Fort Worth--Arlington, TX"
49,10.5,6.8,<1,1,2,13000,12,2,5800,0.05,0.62,0.8,100,5,5,0.13,84,59,7,Trib_To_Johnson_Creek_AI604,1993,1993-03-28,"Dallas--Fort Worth--Arlington, TX"
50,21.0,7.7,<1,2,1,9700,39,8,37000,0.06,0.32,0.7,100,63,11,0.17,125,31,3.5,Joes_Cr_138,1992,1992-03-03,"Dallas--Fort Worth--Arlington, TX"
51,14.5,8.0,<1,1,2,3200,33,8,10000,0.2,0.6,0.9,110,100,10,0.33,172,70,7.5,Joes_Cr_138,1992,1992-03-17,"Dallas--Fort Worth--Arlington, TX"
52,25.0,8.1,1,<1,2,10000,44,12,18000,0.39,0.82,1,170,95,14,0.49,221,65,7.2,Joes_Cr_138,1992,1992-04-17,"Dallas--Fort Worth--Arlington, TX"
53,22.0,8.0,8,<1,<1,36000,20,5,15000,0.07,0.3,0.3,70,42,8,0.08,98,27,5,Joes_Cr_138,1992,1992-06-06,"Dallas--Fort Worth--Arlington, TX"
54,27.0,7.8,2,<1,2,1500,25,3,3000,0.36,0.84,1.3,140,80,16,0.45,90,92,8.4,Joes_Cr_138,1992,1992-07-27,"Dallas--Fort Worth--Arlington, TX"
55,24.5,8.0,<1,<1,<1,9700,<1,4,8000,0.23,0.35,1,110,58,4,0.3,62,46,6.5,Joes_Cr_138,1992,1992-09-21,"Dallas--Fort Worth--Arlington, TX"
56,15.5,8.6,<1,<1,2,1200,28,9,7800,0.04,0.73,0.5,110,65,16,0.11,191,84,8.6,Bastille_St_325,1992,1992-03-03,"Dallas--Fort Worth--Arlington, TX"
57,17.0,9.0,<1,<1,1,2500,14,4,17000,0.03,0.48,0.7,50,30,10,0.11,48,63,3.9,Bastille_St_325,1992,1992-03-09,"Dallas--Fort Worth--Arlington, TX"
58,23.5,8.0,<1,<1,2,19000,23,3,20000,0.06,0.7,0.4,120,56,23,0.06,68,94,6.3,Bastille_St_325,1992,1992-05-14,"Dallas--Fort Worth--Arlington, TX"
59,22.5,8.0,<1,<1,1,22000,44,20,32000,0.04,0.66,0.6,90,43,21,0.13,189,69,3.6,Bastille_St_325,1992,1992-06-01,"Dallas--Fort Worth--Arlington, TX"
60,30.0,8.4,<1,<1,1,13000,12,2,8900,0.05,0.68,0.5,50,25,13,0.06,36,58,4.8,Bastille_St_325,1992,1992-06-06,"Dallas--Fort Worth--Arlington, TX"
61,25.0,8.3,<1,<1,1,8000,47,8,1600,0.05,0.49,0.5,130,33,30,0.05,177,72,6.8,Bastille_St_325,1992,1992-07-27,"Dallas--Fort Worth--Arlington, TX"
62,21.5,7.2,<1,5,1,35000,6,4,52000,0.045,0.734,0.8,50,24,15,0.111,40,67,3.3,Bastille_St_325,1997,1997-05-09,"Dallas--Fort Worth--Arlington, TX"
63,22.0,8.8,<1,3,5,140000,27,8,15000,0.121,0.763,1.4,90,34,19,0.458,236,59,5.8,Bastille_St_325,1997,1997-05-15,"Dallas--Fort Worth--Arlington, TX"
64,27.5,8.6,<1,1,2,19000,11,3,19000,0.018,0.821,0.1,80,33,23,,54,68,5.2,Bastille_St_325,1997,1997-06-26,"Dallas--Fort Worth--Arlington, TX"
65,27.6,7.7,<1,<1,2,5400,14,4,11000,0.088,0.934,1.6,80,38,27,0.196,53,73,7.2,Bastille_St_325,1997,1997-09-03,"Dallas--Fort Worth--Arlington, TX"
66,17.5,8.0,<1,<1,2,7700,10,3,12000,0.029,0.397,0.63,50,17,15,0.128,55,51,2,Bastille_St_325,1997,1997-11-28,"Dallas--Fort Worth--Arlington, TX"
67,13.5,7.5,<1,<1,<5,2500000,4,2,1300,0.049,0.389,1.5,40,28,11,0.17,24,65,3.4,Bastille_St_325,1997,1997-12-20,"Dallas--Fort Worth--Arlington, TX"
68,26.0,7.9,<1,3,2,57000,12,3,13000,0.059,0.453,1.2,80,<10,26,0.205,95,55,5.3,Bastille_St_325,1998,1998-06-10,"Dallas--Fort Worth--Arlington, TX"
69,21.3,7.6,<1,5,2,17000,5,6,12000,0.066,0.566,0.61,30,11,12,0.115,34,105,4.8,Bastille_St_325,1998,1998-10-05,"Dallas--Fort Worth--Arlington, TX"
70,15.0,7.8,<1,9,2,4500,13,4,14000,0.079,0.396,0.73,80,21,17,0.201,144,44,4.5,Bastille_St_325,1999,1999-03-08,"Dallas--Fort Worth--Arlington, TX"
71,13.2,8.7,1,191,<5,250000,48,31,30000,0.1,1.1,1.14,149,19,27,0.9,222,198,9.2,Bastille_St_325,2000,2000-01-07,"Dallas--Fort Worth--Arlington, TX"
72,7.5,6.9,<2,10,<10,230,8,5,2700,0.07,0.56,<0.2,46,14,7,0.17,79,125,2.7,Bastille_St_325,2001,2001-01-27,"Dallas--Fort Worth--Arlington, TX"
73,14.8,8.2,<2,408,<20,3500,14,<2,10000,0.02,0.39,2.9,85,17,14,0.27,40,130,4.2,Bastille_St_325,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
74,14.5,7.1,0.5,2,1,8700,13,4,8300,0.16,0.666,1,70,80,13,0.246,26,113,40,Knights_Branch_34,1997,1997-12-02,"Dallas--Fort Worth--Arlington, TX"
75,9.0,7.3,0.5,4,1,9300,11,3,32000,0.148,0.412,0.88,60,52,10,0.254,36,74,21,Knights_Branch_34,1997,1997-12-07,"Dallas--Fort Worth--Arlington, TX"
76,12.5,7.2,0.5,4,3,640000,29,5,24000,0.084,1.07,1,150,84,19,0.282,76,151,7.6,Knights_Branch_34,1998,1998-01-21,"Dallas--Fort Worth--Arlington, TX"
77,23.5,7.0,0.5,1,3,230000,46,8,110000,0.297,1.22,5.2,230,170,41,0.851,138,155,24,Knights_Branch_34,1998,1998-05-08,"Dallas--Fort Worth--Arlington, TX"
78,17.5,7.8,0.5,3,2,11000,26,5,10000,0.032,1.32,1.9,5,23,21,0.342,150,215,12,Knights_Branch_34,1999,1999-02-06,"Dallas--Fort Worth--Arlington, TX"
79,13.5,7.4,0.5,<1,1,600000,78,11,170000,0.171,0.598,3.1,220,65,35,0.916,300,65,8.7,Knights_Branch_34,1999,1999-03-08,"Dallas--Fort Worth--Arlington, TX"
80,18.0,7.3,0.5,4,1.5,6700,19,14,52000,0.03,1.02,4.5,121,85,28,0.99,78,142,8.6,Knights_Branch_34,1999,1999-03-18,"Dallas--Fort Worth--Arlington, TX"
81,18.1,7.4,0.8,3,7,15000,351,6.5,93846,0.13,0.66,6.5,276,154,73,1.3,392,164,8.4,Knights_Branch_34,1999,1999-04-03,"Dallas--Fort Worth--Arlington, TX"
82,19.3,7.56,0.5,193,5,20000,10,4,8700,0.11,0.5,2.4,90,27,1,0.24,66,264,8.6,Knights_Branch_34,1999,1999-12-04,"Dallas--Fort Worth--Arlington, TX"
83,17.0,7.5,0.5,146,5,31000,29,7,12000,0.12,0.43,1.9,140,20.9,4,0.11,146,70,8.3,Knights_Branch_34,1999,1999-12-09,"Dallas--Fort Worth--Arlington, TX"
84,12.9,,0.5,63,2.5,5900,11,5,13000,0.13,0.87,1.28,81,24,14,0.18,46,80,8.2,Knights_Branch_34,1999,1999-12-17,"Dallas--Fort Worth--Arlington, TX"
85,5.6,7.8,1,438,5,18000,5,4,24000,0.17,1.05,4.3,100,31.8,10,0.72,79,140,8.2,Knights_Branch_34,2000,2000-01-27,"Dallas--Fort Worth--Arlington, TX"
86,19.6,7.78,1,48,5,310000,20,8,340000,0.19,0.9,2.6,150,60.1,25,0.47,148,118,9.4,Knights_Branch_34,2000,2000-04-11,"Dallas--Fort Worth--Arlington, TX"
87,21.5,7.87,1,232,10,67000,40,10,270000,0.12,0.52,2.94,220,30,32,0.36,182,70,7.4,Knights_Branch_34,2000,2000-10-15,"Dallas--Fort Worth--Arlington, TX"
88,19.0,7.6,1,136,5,100000,22,9,150000,0.08,0.36,1.31,100,41,33,0.41,116,53,6,Knights_Branch_34,2000,2000-10-29,"Dallas--Fort Worth--Arlington, TX"
89,10.0,8.0,1,163,20,900,30,14,1700,0.02,1.3,0.15,180,37,21,0.38,216,664,8,Knights_Branch_34,2001,2001-01-10,"Dallas--Fort Worth--Arlington, TX"
90,14.5,7.9,1,353,10,6700,21,3,35000,0.15,0.84,2.5,104,62,16,0.47,84,227,7,Knights_Branch_34,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
91,13.0,8.0,1,301,10,13000,21,3,120000,0.23,0.98,3.7,130,87,18,0.69,140,126,20,Knights_Branch_34,2001,2001-03-24,"Dallas--Fort Worth--Arlington, TX"
92,11.0,7.78,1,211,20,2300,5,3,24000,0.13,0.84,0.1,43,15,10,0.34,34,133,,Knights_Branch_34,2001,2001-03-27,"Dallas--Fort Worth--Arlington, TX"
93,13.0,7.7,<1,<1,<1,2300,7,<1,11000,0.06,0.88,1.3,50,45,,0.15,<5,38,11,White_Rock_Creek_86,1992,1992-03-24,"Dallas--Fort Worth--Arlington, TX"
94,15.5,7.7,<1,2,<1,310,7,2,8500,0.07,0.69,0.9,50,38,13,0.08,30,43,7.6,White_Rock_Creek_86,1992,1992-04-06,"Dallas--Fort Worth--Arlington, TX"
95,18.5,7.2,<1,<1,<1,11000,5,<1,78000,0.06,0.45,0.4,40,23,4,0.08,<5,41,4.1,White_Rock_Creek_86,1992,1992-11-19,"Dallas--Fort Worth--Arlington, TX"
96,9.5,8.4,<1,2,<1,4700,16,8,67000,0.01,0.52,0.5,90,47,6,0.07,39,35,3.7,White_Rock_Creek_86,1993,1993-01-09,"Dallas--Fort Worth--Arlington, TX"
97,6.5,8.1,<1,2,25,1700,61,100,36000,0.02,0.24,1,220,91,82,0.48,92,29,2.7,White_Rock_Creek_86,1993,1993-01-19,"Dallas--Fort Worth--Arlington, TX"
98,13.0,7.8,<1,4,1,2100,15,11,150000,0.03,0.53,1.3,150,110,32,0.25,24,63,5.1,White_Rock_Creek_86,1993,1993-02-10,"Dallas--Fort Worth--Arlington, TX"
99,18.5,7.7,<1,6,1,2100,10,2,24000,0.03,0.19,0.5,140,38,9,0.07,26,47,8.1,White_Rock_Creek_86,1997,1997-04-03,"Dallas--Fort Worth--Arlington, TX"
100,21.5,7.3,<1,4,<0.5,42000,4,2,82000,0.05,0.617,0.64,50,49,9,0.066,8,57,7.2,White_Rock_Creek_86,1997,1997-05-09,"Dallas--Fort Worth--Arlington, TX"
101,23.0,8.4,<1,3,<0.5,120000,6,2,18000,0.05,0.824,0.7,50,56,9,0.082,11,56,6.2,White_Rock_Creek_86,1997,1997-05-30,"Dallas--Fort Worth--Arlington, TX"
102,19.0,8.2,<1,7,1,7400,22,6,39000,0.014,0.381,0.86,130,58,13,0.172,102,33,5.2,White_Rock_Creek_86,1997,1997-11-28,"Dallas--Fort Worth--Arlington, TX"
103,14.0,8.0,<1,4,0.5,23000,8,2,13000,0.025,0.511,0.57,50,30,6,0.049,5,35,6.1,White_Rock_Creek_86,1997,1997-12-02,"Dallas--Fort Worth--Arlington, TX"
104,12.5,7.8,<1,2,1,1800,12,5,350000,0.052,0.887,0.7,70,50,12,0.111,29,74,7.4,White_Rock_Creek_86,1998,1998-02-10,"Dallas--Fort Worth--Arlington, TX"
105,17.0,7.5,<1,1,3,14000,27,8,29000,0.076,0.407,1.7,150,21,17,0.489,228,44,7.2,White_Rock_Creek_86,1998,1998-11-29,"Dallas--Fort Worth--Arlington, TX"
106,14.0,7.8,2,3,9,9700,300,67,21000,0.038,0.361,4,560,52,74,,640,35,8.9,White_Rock_Creek_86,1999,1999-03-08,"Dallas--Fort Worth--Arlington, TX"
107,15.8,9.1,<2,138,<10,7000,10,10,1300,0.09,0.4,1.2,270,75.9,21,0.37,232,46,7.4,White_Rock_Creek_86,2000,2000-04-11,"Dallas--Fort Worth--Arlington, TX"
108,,8.0,<2,20,<20,11000,<10,<4,20000,<0.02,0.32,0.36,80,17,14,0.11,100,36,4.1,White_Rock_Creek_86,2000,2000-10-15,"Dallas--Fort Worth--Arlington, TX"
109,17.0,8.33,<2,210,<80,9300,<4,<4,20000,<0.02,0.35,1.15,40,35,<10,0.19,20,70,12,White_Rock_Creek_86,2001,2001-04-11,"Dallas--Fort Worth--Arlington, TX"
110,16.0,7.9,<1,<1,3,2300,33,8,18000,0.19,0.5,0.9,70,84,10,0.27,320,89,7,Ash_Creek_55,1992,1992-02-22,"Dallas--Fort Worth--Arlington, TX"
111,18.5,7.7,<1,<1,4,62000,51,16,350000,0.29,0.63,1.8,110,160,10,0.47,103,100,19,Ash_Creek_55,1992,1992-03-17,"Dallas--Fort Worth--Arlington, TX"
112,15.0,9.9,<1,1,4,13000,19,2,45000,0.35,0.76,1.9,50,90,8,0.39,65,100,8.1,Ash_Creek_55,1992,1992-04-06,"Dallas--Fort Worth--Arlington, TX"
113,22.0,6.4,<1,<1,4,140000,89,13,100000,0.36,1,2.5,140,190,16,0.48,284,103,7.6,Ash_Creek_55,1992,1992-05-14,"Dallas--Fort Worth--Arlington, TX"
114,21.5,6.7,<1,<1,4,170000,66,8,510000,0.24,0.58,0.8,100,64,12,0.25,352,54,7.5,Ash_Creek_55,1992,1992-06-06,"Dallas--Fort Worth--Arlington, TX"
115,23.5,7.5,<1,<1,2,14000,21,4,35000,0.27,0.37,1.4,40,47,8,0.45,55,51,6.8,Ash_Creek_55,1992,1992-09-21,"Dallas--Fort Worth--Arlington, TX"
116,16.0,7.4,<1,1,1,2200,48,3,25000,0.2,0.33,1.9,100,92,12,0.5,209,53,6.5,Newton_Creek_189,1992,1992-02-22,"Dallas--Fort Worth--Arlington, TX"
117,18.0,8.5,<1,<1,2,220000,46,7,220000,0.12,0.39,1.7,180,110,14,0.35,230,40,8.1,Newton_Creek_189,1992,1992-03-09,"Dallas--Fort Worth--Arlington, TX"
118,16.5,7.4,<1,4,1,7000,17,3,29000,0.19,0.38,1.1,70,,11,0.28,59,61,8,Newton_Creek_189,1992,1992-04-06,"Dallas--Fort Worth--Arlington, TX"
119,19.5,8.3,<1,8,<1,200000,48,5,330000,0.2,0.47,1.5,130,140,13,0.3,228,66,3.9,Newton_Creek_189,1992,1992-04-28,"Dallas--Fort Worth--Arlington, TX"
120,27.0,8.2,<1,6,3,46000,41,1,16000,0.2,0.39,1.7,60,59,7,0.37,100,60,,Newton_Creek_189,1992,1992-07-18,"Dallas--Fort Worth--Arlington, TX"
121,27.0,8.1,<1,10,2,490000,39,7,260000,0.17,0.27,1.1,140,110,13,0.29,365,35,12,Newton_Creek_189,1992,1992-09-01,"Dallas--Fort Worth--Arlington, TX"
122,24.5,7.4,<1,5,2,260000,57,10,300000,0.23,0.34,2,170,100,14,0.53,5,959,6.8,Newton_Creek_189,1992,1992-09-21,"Dallas--Fort Worth--Arlington, TX"
123,17.0,7.7,<1,70,7,330000,25,4,180000,0.243,0.616,2.9,60,79,9,0.598,152,62,8.2,Newton_Creek_189,1997,1997-04-11,"Dallas--Fort Worth--Arlington, TX"
124,20.0,7.1,<1,2,<1,150000,6,1,280000,0.137,0.721,0.95,30,67,5,0.217,31,76,7.8,Newton_Creek_189,1997,1997-05-09,"Dallas--Fort Worth--Arlington, TX"
125,24.0,7.6,<1,3,3,48000,37,8,74000,0.181,0.458,1.4,110,69,17,0.312,73,78,7.9,Newton_Creek_189,1997,1997-07-05,"Dallas--Fort Worth--Arlington, TX"
126,14.0,7.1,<1,4,<1,10000,7,1,28000,0.057,0.298,0.56,30,34,5,0.099,12,40,9.6,Newton_Creek_189,1997,1997-12-02,"Dallas--Fort Worth--Arlington, TX"
127,13.0,7.7,<1,5,2,1600,17,3,12000,0.078,0.686,1.2,90,61,9,0.259,73,68,6.6,Newton_Creek_189,1998,1998-02-10,"Dallas--Fort Worth--Arlington, TX"
128,11.8,7.9,<1,3,1,10000,12,1,130000,0.06,0.568,0.95,40,33,6,0.196,54,58,4,Newton_Creek_189,1998,1998-02-21,"Dallas--Fort Worth--Arlington, TX"
129,16.5,7.5,<1,3,<1,51000,9,2,190000,0.127,0.388,1.5,40,26,6,0.35,58,49,11,Newton_Creek_189,1998,1998-11-29,"Dallas--Fort Worth--Arlington, TX"
130,13.5,6.9,1,<1,4,9300,120,10,140000,0.151,0.39,5.5,260,74,300,1.48,350,38,8.8,Newton_Creek_189,1999,1999-03-08,"Dallas--Fort Worth--Arlington, TX"
131,12.0,7.6,<1,58,<5,2500,11,4,11000,0.1,0.6,1.13,55,22,9,0.22,64,40,8.1,Newton_Creek_189,1999,1999-12-18,"Dallas--Fort Worth--Arlington, TX"
132,22.5,7.87,<2,14,<20,81000,50,7,24000,0.05,0.23,3.68,260,27,41,0.64,280,42,5,Newton_Creek_189,2000,2000-10-15,"Dallas--Fort Worth--Arlington, TX"
133,14.2,7.6,<2,93,<20,1500,7,<2,25000,0.02,0.54,0.1,74,57,8,0.66,122,158,5.9,Newton_Creek_189,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
134,26.5,7.5,<1,7,5,22000,53,10,10000,0.123,1.37,5.6,250,91,20,1.09,146,264,7.5,Mountain_Creek_DH902,1997,1997-09-03,"Dallas--Fort Worth--Arlington, TX"
